year,adj_NNI_g,adj_NNI_c,adj_savings_fix_cap_GNI,adj_savings_edu_GNI,adj_NNS_GNI,curr_acc_bal,ex_imp_gdp,ex_imp_growth,ex_debt_shocks,final_consump_exp_gdp,final_consump_exp_growth,fdi_net_inflows,fdi_net_outflows,gdp_growth,gdp_per_capita_growth,gener_govt_fin_consump_exp,gni_growth,goods_exp_bop,goods_imp_bop,imports_goods_services_gdp,imports_goods_services_growth,services_gdp,services_growth,short_term_debt_tot_reserves,trade_gdp,cpi,inflation,real_interest_rate,lending_interest_rate,life_exp_birth,expense_gdp,interest_payments,military expenditure,year.1,labels
1999,20.565725591605016,460475878357.9922,20.939190576326155,20.7726687714894,3.54543694366603,29.40408511,8.66132535191489,11.666456546215311,43.21996851282444,11.199564537378803,95.67027242032796,68.12234987171988,-1.19996526876902,1.662282545516405,1.1204901110427268,6.399914689735311,6.729502923350211,14.579430997897989,3.1002969187221794,6.7830833820078595,69656950000.0,37262370000.0,26.17331298598751,-17.0001202838709,49.88976793265348,2.2487026977626954,126.7756089584766,69.39328149881196,25.4634679089422,85.7464940960636,-18.951552943094125,65.98219512195124,3.07328792235108,1999.0,Low Growth
2000,22.534768434819725,564243051244.1678,23.05125449460432,16.7196211873518,3.54652958733206,37.11696722,20.3934791501976,17.474242482831396,44.060441305514615,9.499479899523893,57.97643843686271,61.27863047517097,5.599887510200929,1.031161115752346,1.2239914749226224,10.000066815788044,10.4637091559227,15.09106730228645,2.0002244079669396,11.145735074756828,99219930000.0,42130790000.0,24.033465731840863,32.39940099648888,49.71770943797265,7.093714228885901,56.5159326749957,68.09390703735548,30.7595536540074,20.7987606558703,-9.63311144094157,65.48365853658537,3.30702983667541,2000.0,Low Growth
2001,2.625502368791956,579057265920.3275,3.061649335020334,16.3567629507285,3.54762223099809,32.96863762,16.6516084969536,10.454534744377153,36.893493596033736,4.200311065258816,46.682695116099275,65.82149900022166,6.799933421973961,0.9286630042118248,0.8287745724800389,5.1000512252750525,5.546718339326432,16.435248586740812,-0.8000938695970206,6.545519775794318,96552830000.0,51317150000.0,24.217365068386915,18.698920023511945,51.46595395598972,3.56808545829999,52.25957528250207,61.11085866442064,37.3657852105702,21.4770072117159,1.2265785067902772,65.38341463414635,3.5463192290881804,2001.0,Low Growth
2002,3.702692799575132,600497977610.9761,4.180847073606557,15.7790630477876,3.54871487466412,29.33373563,13.5449374510324,7.952328909099304,35.212594063062646,10.300045583182964,40.85333945813563,69.10207284982226,7.000034286370237,1.0055359447855594,1.0225620008309866,4.699991908735242,5.182750238249881,17.934536724989613,2.6000236565358676,4.187585128651847,102068250000.0,58418310000.0,24.43285166889802,14.60055943206737,53.843741388670885,5.539901111038503,33.76782171252657,59.64544573196066,43.2653684455772,15.7887307914462,0.0329353849571814,65.12878048780489,3.75627739108018,2002.0,Low Growth
2003,6.894213093509151,641897587809.6896,7.380380105383267,14.8495063232614,3.54980751833015,29.15863223,14.4070884009592,7.697992004928277,35.249981774979986,12.59977148865947,44.5626244634674,68.58373459589149,6.099887848420266,1.8423788845797269,2.2595581020566016,7.299952344538681,7.78796752390349,17.916097182566773,2.4001152860219293,6.060351614586395,129060080000.0,73213780000.0,23.87828723127846,17.30010996872737,53.81745508199751,7.54708846399248,38.84416308548637,59.128269006258435,49.1768425137193,13.6632930228667,-0.6001706833494882,65.02756097560976,3.67083808960104,2003.0,Low Growth
2004,14.943906938635635,737822165973.3165,15.4077051009466,13.0898096552595,3.55090016199619,30.92877548,17.8790484762284,9.908322542702004,34.41789105485334,11.800138172642178,37.044289751768886,67.40924028027118,9.399958816467205,2.60618528059526,2.331917222621678,7.199947869944751,7.6324911823090815,16.971677969134394,2.099693208482023,8.073812656789954,177860570000.0,94244360000.0,22.163961342555293,23.299339172740076,50.65827059007915,5.063987231295684,20.94801846629802,56.58185239740864,54.5315199244747,10.8886157326216,-7.328985861170176,65.4709756097561,3.3003536466048295,2004.0,Moderate Growth
2005,10.72677916784248,816966720368.6664,11.149953378040962,12.1362763611812,3.55199280566222,31.30569875,19.1388914240537,11.045416841195149,35.20306596462941,6.500035403202034,33.51242784155853,66.81331182029265,9.099989459678184,2.0298070138981372,2.340219368395371,6.399965447853816,6.806607652592092,16.871538942915667,1.3997243280278582,5.993314542275272,240024070000.0,123839020000.0,21.510182525125455,16.59974964007462,48.806044490960566,8.028047315914648,14.884707213482312,56.71324848975486,61.4490089758499,12.6853039507349,-7.206689910398096,65.52975609756099,3.33123723441659,2005.0,Moderate Growth
2006,12.254798803400504,917084348240.586,12.622972534132842,10.3967120715921,3.55308544932825,31.57973213,21.2370028087409,9.3254450282857,33.73047544385089,7.300046539403837,32.38663856539389,66.16475372686784,9.50009431308247,3.797712140931854,3.029819038653255,8.200068255055996,8.554941474697372,17.38813755106668,2.2999911645981825,7.53686360563978,297481400000.0,163187280000.0,21.002926423211772,21.299911727991088,49.72147556239129,10.884393648436458,13.365498300877812,54.73340186706266,67.3903013768283,9.66865454789265,-4.078691838774987,66.72756097560976,3.24635723405838,2006.0,Moderate Growth
2007,14.094218089993518,1046340216350.81,14.28958231629194,9.88713481968504,3.55417809299428,31.97611085,22.0813691173228,5.554576273199385,30.16406048471845,6.2998158050446165,32.759127872114426,66.07591926896396,11.199926053739093,4.298956010211722,3.4470339878063796,8.499977768463566,8.685765481559656,17.29753428601785,2.7000631162210595,9.289098561871684,346530500000.0,223083530000.0,21.542062261053218,26.199920015952017,50.67304761459922,13.621541511460649,20.939431372321188,51.706122745771665,73.4603471089942,9.00729868861076,-3.3449266114446368,67.58682926829269,3.1185420747754,2007.0,Moderate Growth
2008,4.929774890676583,1097922433607.5232,4.975897682607197,9.88247822167702,3.55527073666031,30.92951308,21.1113105981988,6.257971611574792,31.309560333568875,0.599852686186253,25.97378243885335,66.72868821749779,8.600035893965583,4.502694248648224,3.3514570897515097,5.199969264988425,5.246210018298655,17.830576085536045,3.4002031325684783,4.454285341027301,466297990000.0,288672590000.0,22.07290570732196,14.799941816220212,50.69568777669794,7.119658828061091,17.40822827093292,53.38246604089083,83.8261661028972,14.1107677840442,-4.904962089446401,67.94926829268293,3.14948602002222,2008.0,Moderate Growth
2009,-17.55732215390431,905156654939.0642,-17.582137375513923,11.7848523723729,3.55636338032634,21.57753473,9.82531711915254,4.120869380667555,27.93810120429605,-4.700150122256105,34.36136208548263,75.4230812589249,-3.899919632223387,2.992125551863645,3.539906399128164,-7.799993913431109,-7.827749976723297,20.78659665972099,-0.5999937432550695,-7.923971612278905,297154640000.0,183924120000.0,20.496959823771636,-30.4000760238268,53.76652669704385,-5.270750618403142,12.08544610752943,48.435061028067686,93.5896759401721,11.6473295764118,13.079965285576645,68.68463414634147,3.92406340302834,2009.0,Moderate Growth
2010,12.433011688115812,1017694887643.396,12.38254691805443,10.4059658259459,3.55745602399237,27.12149757,16.6886287686486,4.42333670279649,29.215560785038875,7.000254253104131,28.277357562898935,70.21296539371771,3.499933929285646,2.8308287298597268,3.4504356900923896,4.500000000030653,4.453096398347569,18.72505541567617,-1.49991188133302,4.475918702767274,392674230000.0,245679710000.0,21.13994470232877,25.799719123269057,53.12021223973503,3.864896583553005,12.564856217382362,50.35550548736765,100.0,6.8493923025503,-2.9550837314338856,68.84121951219514,3.58508572012112,2010.0,Moderate Growth
2011,9.615786455816846,1115554254810.9502,9.530333735045218,9.54528380824121,3.5585486676584,29.63236537,20.0024548852261,4.754526585446621,28.05536147985494,0.3001234587269579,27.416183090865136,68.01044681771302,5.299996152326699,2.6923612147087397,3.2675129465621433,4.300029185794102,4.218723338528292,17.625511528096617,1.4000626227717703,4.272607223284552,515409100000.0,318554760000.0,19.98003792793692,20.300281675350845,53.79758316448747,3.752801625228883,14.049940713540524,48.035399407791864,108.440464859326,8.44046485932559,-12.856935291667488,69.6839024390244,3.43304383760131,2011.0,Moderate Growth
2012,3.758070405735708,1157477569120.926,3.583591754693856,10.3461814135981,3.55964131132443,28.10530044,17.7846597078972,3.227930937369689,26.907320339366315,1.3604216638013469,27.647701282680316,69.41415553408493,6.162061950387198,2.2907987250398087,2.210866416355287,4.024086157209794,3.84915193512856,17.96723805272571,2.2486054203485253,3.886811914504179,527433960000.0,335771210000.0,20.2440700464294,9.68134357550305,54.509646823066106,4.655028707614804,15.228588072265984,47.151390385795715,113.943539767608,5.0747430079915,0.1764166185927486,70.07219512195124,3.68924043459907,2012.0,Moderate Growth
2013,-0.4581199293660347,1152174933698.8416,-0.6698690431062744,11.2608904425792,3.58017413336589,25.15560579,13.9427294669231,1.4581738683551042,25.845336826255007,4.561727799472877,30.210246093554048,71.84092226285424,3.784854708621353,3.0194020795180845,3.773507442461062,1.7554221490936754,1.5389735173880723,18.675302148229036,0.0531080265539998,1.3392831458671282,521835490000.0,341269230000.0,20.441812574243993,3.539025298348065,56.12160454527394,2.2774153677368645,16.480538784267846,46.287149400499,121.638956306017,6.75371026220953,3.9370701928995393,70.57878048780488,3.8540425831437295,2013.0,Moderate Growth
2014,-0.363025365827383,1147992246430.8098,-2.125108610143826,11.9619669035176,3.75481514875642,25.34877943,13.414917518593,2.7929098022613292,27.1110970517525,0.5104320460020233,27.84218245818676,71.79033278501835,0.8873237339368956,1.0698764142592376,2.7720001623369424,0.7362672214155737,-1.0452620384708666,18.027331393141846,-2.480879195116657,0.9661888309900206,496806100000.0,307875430000.0,20.690244211059092,-7.26044249295002,55.68483068834619,1.4930993443405214,16.315467249556477,47.80134126281159,131.155272814079,7.82341183865503,3.397146835395467,70.74365853658537,4.112992978223231,2014.0,Low Growth
2015,-5.3300032288726555,1086804222628.84,-5.533944806739598,12.973309443609,3.63768410984843,27.11747287,14.0943597293233,4.970888582634202,28.703389442923953,3.673262303399284,37.12598322438029,70.4452179271466,-7.968515000833904,0.5026079622984418,1.619754942735551,-1.9727192263754176,-2.183885471576076,17.765389216656196,-3.6090923148291263,-1.2078273618180333,341419050000.0,193021130000.0,20.655959868764697,-25.03877487714486,56.142490968907445,-2.052879254323372,13.2014483542829,49.35934931168865,151.529464141176,15.5344050528404,7.894593574162305,71.18341463414635,4.87151474680202,2015.0,Low Growth
2016,-4.277236633480726,1040319034284.3438,-4.452489083071015,13.9532512722581,3.65140695074702,25.72870938,11.7725551793548,1.9164373197400943,25.854482976916728,3.1688548963678613,43.11845012305539,71.71373141266655,-1.5323796388363178,2.548500000747522,1.747694913524441,0.1936900717295344,0.0102479204324481,18.465919377313377,1.4489219712525738,0.2948107737100258,281709010000.0,191494320000.0,20.66363686269288,-3.672042600921273,57.0123251525122,-0.4211673953478936,13.539239239749,46.5181198396096,162.200847296653,7.04244762954798,9.48435447314741,71.65121951219513,5.42514770504505,2016.0,Moderate Growth
2017,3.1603769458855595,1073197037207.5254,3.042447943294178,13.8230738453595,4.41324048752853,26.37322169,12.5821549128105,2.0441267426453003,26.090880979756804,5.013643181120003,33.88727365527929,71.08800651545243,3.400083063918501,1.8140929805118673,2.334966653434766,1.8257900635511248,1.709385694234015,18.216808647782308,2.5281787245885425,1.872823966699812,352941420000.0,238383890000.0,20.78564335737431,17.315192692494662,56.032768470393016,1.8880108962226103,12.93137390827112,46.87652433713111,168.175238863746,3.68332944412231,4.945604230515668,72.45146341463416,4.24899605173948,2017.0,Low Growth
2018,5.798397574654743,1135425268184.2332,5.806920455964672,12.7466996593827,4.41324048752853,29.67240162,16.8829299702469,6.979898766477597,30.793256802074296,5.554217178452504,29.54878054958958,68.0762976150015,3.4646954215174617,0.530060793452575,1.8932200218405817,2.8072454104941755,2.8155241073770867,17.71037832040107,1.2794965915049945,2.9392171994703062,443914670000.0,248856860000.0,20.787643568322107,2.6567476282480555,53.428805517433275,2.8069353120951916,11.565465332827204,51.5809003703964,173.015822116403,2.87829723647886,-1.0284825946313478,72.66219512195121,3.71982243956434,2018.0,Low Growth
2019,-1.3498556580103838,1120098665959.1687,-1.3055476143941291,13.503027226319,4.41324048752853,27.56323868,14.1043347368712,3.876124789688598,28.43343067997588,0.7325445764473386,29.628889640744767,69.70037852972814,3.3896205719053114,1.8885173253730927,1.29484057951253,2.198075713808634,2.243979516579728,18.101366411120328,2.369753729388634,1.4436397428358845,419721420000.0,253876740000.0,20.795322981927463,3.1303579725993984,54.172944214352384,2.4474911603316514,12.30340902712005,49.22875366190334,180.750263654162,4.47036660760175,5.3167092312001,73.0839024390244,3.8603375043707295,2019.0,Low Growth
2020,-1.6904286669287956,1101164197011.908,-1.4857997006705688,12.8461952297927,4.41324048752853,27.74906528,14.8779427012418,2.3691153475246316,25.522185511354927,-4.170377317249645,31.71599092614901,71.46670803218707,-3.932425480689801,0.6348511873784537,0.391607690480326,-2.653654500921448,-2.451026929330496,19.971000788607636,1.9483039809239528,-1.686264132972909,333529560000.0,240088600000.0,20.44472269155781,-11.881124580151734,56.37294290229904,-2.159233477028806,10.364799541474872,45.966908202912734,186.862621885623,3.38165937237896,5.8252621206819315,71.3387804878049,4.17147890118067,2020.0,Low Growth
2021,3.8617406542962778,829173414753.9752,3.927901003317208,17.793590179663276,3.7202082584357448,28.294511513703704,10.513961602632444,6.6478478308858415,29.89489633763258,3.2804954350028623,27.786971025626055,66.55316160981559,8.088099219578453,2.2020885461081345,3.5866429431006317,5.614290375783455,6.045474050758969,17.32939133005654,2.8965905360748536,5.369812057222163,494349980000.0,304012570000.0,20.66284785099228,19.11134578803923,54.09964147078606,7.030021132397096,13.63687067488076,50.55774418862485,199.372063343799,6.69445891957619,-9.924684566538538,69.36121951219512,3.7204513646667,2021.0,Moderate Growth
2022,3.8617406542962778,829173414753.9752,3.927901003317208,17.793590179663276,3.7202082584357448,28.294511513703704,10.513961602632444,10.53716906051274,28.18890319822309,-13.886777651264763,37.54501114270128,65.96713140139941,-0.3568683958659164,-1.787319182058073,-0.5854226317060887,-2.069711525277313,-2.162417837435015,17.66628518097542,2.814861176093956,-1.6845028459051576,590834750000.0,276711170000.0,15.585211216200715,-14.990009768186198,53.97625194153623,-2.3288117764121807,35.63494588628227,43.774114414423806,87.84370242879548,32.12303098237412,-3.752475382945464,68.1909668989547,4.05631633246717,2022.0,
1989,9.020550373231526,5132355252125.461,9.41020700091028,32747520363.1678,1.6,35.85859446,26.5093332289748,-1.241344621427062,9.027345053450215,,12.913759568406611,64.28315227189628,8.701248040883968,0.9756502896692196,0.2242874229124643,4.206334355478148,2.6208591749210086,13.188262169916587,,8.69709007888063,43220000000.0,48840000000.0,10.10736203428849,,32.8924312398331,5.838088869722341,29.96195696025088,19.134707087738708,39.2424692179247,18.2456383621648,2.5206931195423095,67.838,13.206339977679,1989.0,Low Growth
1990,9.020550373231526,5132355252125.461,9.75875546117197,35326694769.4425,1.7861795,36.59633753,26.7053329366181,3.3245772317121975,12.451602616315563,,15.284114873638869,63.649122967396664,8.701248040883968,0.9663083109927842,0.2300074270501895,3.9202513677656863,2.4065585719958307,13.656521159016515,,8.69709007888063,51519000000.0,42354000000.0,9.747870710625715,,32.382773110211446,2.668735122908572,27.024862430151224,22.19947332694128,40.4402632290027,3.05229012075235,3.4516446668833667,68.005,13.7473617006492,1990.0,Low Growth
1991,9.020550373231526,5132355252125.461,9.93597326408925,38154137334.1027,1.7861795,38.42309352,28.6056934025774,3.461899765571331,13.43637117041795,,15.686273531127368,61.91879154919794,8.701248040883968,1.1388377318026244,0.2381490721795227,9.26278608406234,7.782091990507567,14.001633645140773,,8.69709007888063,58919000000.0,50176000000.0,10.62996354984628,,34.478536877422,9.204204012200831,22.381388403314777,24.06633472026423,41.8785962689823,3.55668565220449,1.8043118541219665,68.169,14.2536409948237,1991.0,Low Growth
1992,9.020550373231526,5132355252125.461,9.40270674886218,40149557817.6415,1.5,40.58514224,31.1125157335734,1.4993591965213855,13.555544464273146,,16.982845018853737,59.71528286961553,8.701248040883968,2.613162192843709,0.9369530989041625,14.224529593182382,12.83320958071232,14.440663059939013,,8.69709007888063,69568000000.0,64385000000.0,12.542032927657525,,35.55580571533227,12.60032901673054,55.386476883797606,26.09757739193067,44.5395544614716,6.3539813402487,0.4156351200932336,68.734,16.8676255164799,1992.0,Moderate Growth
1993,9.020550373231526,5132355252125.461,10.5298763846817,46752651147.9868,1.5,41.79391261,31.1367902819849,-2.6103403242571015,11.997883286844443,,19.39860725135178,58.348901470685256,8.701248040883968,6.186882076142144,0.9893614804661252,13.883729302103134,12.581996643928475,14.35274032549671,,8.69709007888063,75659000000.0,86313000000.0,13.902546904860822,,34.515996130523455,12.169955345782668,55.930750939120685,25.900430191705265,51.0468183922653,14.6100786356603,-3.651372090280933,69.216,14.796104808065898,1993.0,High Growth
1994,9.020550373231526,5132355252125.461,11.131854428634,62672340433.2092,1.8,41.77341517,30.6088205269611,1.224124084064356,18.536748569440338,,17.871362370883077,58.17905413355749,8.701248040883968,5.987185933451418,0.3544076676503636,13.036806631967266,11.766389145624627,14.091236462716012,,8.69709007888063,102561000000.0,95271000000.0,17.233066417835552,,34.36265612039433,11.368380095221896,30.25717409828494,35.769814987275886,63.4292398842776,24.2569897243361,-7.989744154233045,69.52,14.0883852274478,1994.0,High Growth
1995,9.020550373231526,1227477616761.794,11.5291460063402,83355725625.8393,1.7,40.17405225,28.5815040628161,0.2203435468268259,17.952522828089144,,16.36956074065275,59.06227799615771,8.701248040883968,4.880863005149715,0.2722996889832808,10.953954342869892,9.754954890202017,13.308112300283778,,8.69709007888063,128109690000.0,110059580000.0,16.324446236767223,,33.65293801156184,10.082791530387452,27.806560163669747,34.27696906485637,74.0797863737528,16.7912251650917,-1.4126481868055951,70.008,15.1579223649271,1995.0,Moderate Growth
1996,12.486561528829212,1380747364631.3618,11.8852788810697,101143723277.903,1.7,39.32536684,27.480173527861,0.8385534872881736,17.92329555270108,,15.15747286256941,60.04746966696442,12.110942540433342,4.651812663155987,0.2447469380266738,9.92255675231162,8.776429810526423,13.198227445832607,,10.0325062655443,151077000000.0,131542000000.0,15.891449915053297,,33.57027126834449,9.215581027171837,22.73993567558659,33.81474546775438,80.2381577567065,8.31316028893904,3.354970472515484,70.266,14.9527564537426,1996.0,Moderate Growth
1997,9.509290213196492,1512046638645.2202,12.4727501165266,118615853608.168,2.0359013,40.20227725,27.6954938372063,3.8438979166693095,19.493164459764497,,15.453879600581452,59.648394739053145,7.558494766162752,4.725343652721283,0.3915341194237467,9.236779891626725,8.124497577017763,13.752636950607496,,9.49812778017018,82983000000.0,69431000000.0,15.039852899038635,,35.00567727061917,10.431251264519004,21.484757940341467,34.53301735880313,82.4739659836287,2.78646505531886,6.911698893829122,70.672,14.094969695964698,1997.0,Moderate Growth
1998,7.86947948080261,1631036838613.5713,13.6091618198818,137452534380.806,2.0030148,38.97751297,25.4997490712073,3.0583229746073046,18.34210003291853,,14.244816274601776,60.451334731294914,10.041041708453704,4.435501202750884,0.4399157379908257,7.845951787619526,6.816064564696305,14.946010675831284,,7.409717689643131,78985000000.0,70323000000.0,14.082204592462858,,37.04332902280985,8.402165453264331,11.344978204830989,32.42430462538138,81.8362888154734,-0.773186011549305,7.356478446306456,71.172,13.0582586141406,1998.0,Moderate Growth
1999,9.055273564419153,1778731686286.484,13.9230858646166,150369327337.859,1.79,37.04794744,23.1139511724205,1.9300546324131045,18.162476757419853,,13.786183765366689,62.57130759067342,12.993449554469224,3.748958593122949,0.3689178544361491,7.661651500536564,6.733485658434461,16.365690955012475,,7.9082154388108,83794000000.0,87136000000.0,15.36168500432947,,38.57534808943312,9.249144512340052,9.404385831205136,33.52416176174932,80.6893755831361,-1.40147268276465,7.2040503406668295,71.419,12.5206707139387,1999.0,Moderate Growth
2000,9.475855443718714,1947281729610.611,13.9716795503229,167660154603.875,1.79,36.17754145,22.1116537830104,1.693869914277934,20.89369720173498,,12.19262549685642,63.57078827759294,12.183124610604535,3.4751259725305785,0.3807380155340626,8.490093405751907,7.638597676032944,16.838429854388988,,8.575664840266242,111331687000.0,124897211000.0,18.517317650657812,,39.787655167028866,9.77635206417638,7.615139768148419,39.41101485239279,80.9700222903012,0.347811226864599,3.710664081722566,71.881,11.3387431703261,2000.0,Moderate Growth
2001,10.972156529563025,2160940529055.0696,13.9234462980495,183789491134.253,1.79,37.81054585,23.8795840049808,1.2991629868533632,20.312145744492884,,13.96093591597122,61.93324901329967,7.337493950898264,3.5129886799845584,0.7239057709631751,8.335733478143297,7.551654831552639,16.413439350296688,,8.097542193084934,118463000000.0,141031000000.0,18.21521353103232,,41.22312630868009,10.259388341088354,25.584306291148216,38.5273592755252,81.552298456301,0.719125609120107,3.7266638897555344,72.606,11.4198984467392,2001.0,Moderate Growth
2002,12.555756270321597,2432262955029.8223,13.7145703427873,200232727004.694,1.79,39.28245166,25.4635118489935,2.408746097361407,22.644745673895713,,12.741489861041114,60.983443247076806,9.439987342053186,3.609081352932787,0.4273242927757886,9.133630789933164,8.404879975145647,16.07042441334712,,9.513470253088954,145460205585.428,163480624559.982,20.102657960155415,,42.24794475438896,10.485635756764182,22.059553858094695,42.74740363405113,80.9553593614031,-0.731970902350276,4.679724344862508,72.985,11.1891274367617,2002.0,Moderate Growth
2003,11.56010151464706,2713435021734.424,13.8909165621318,229200123275.175,1.79,42.67615638,28.7757501045348,2.5930305144580954,26.980756534513713,,12.555865485990228,58.021994313778016,6.429008281679586,3.4874187588467858,0.5093165377597609,10.038030481108024,9.35477664390774,15.314209319166064,,10.420068155852064,388297641441.493,354608469126.515,24.823231466012743,,42.028216185608905,9.539808452031991,21.16605587504892,51.80398800052646,81.8682148167155,1.12760348729636,2.6381466356309153,73.371,10.9738296106415,2003.0,Moderate Growth
2004,10.88083275620275,3008679348397.58,14.0845081763643,274647909439.104,1.79,45.7925451,31.7103636185075,3.525766396177686,31.061337582880338,,12.683686618143104,55.236247906580935,7.9519286725169,3.483641464481048,0.4077333842111149,10.11362137804612,9.461558770499096,14.625342305240023,,10.456339405352864,525615268320.748,480719715647.781,28.444186641938085,,41.18314016648829,10.120036434924144,18.584199457576624,59.505524224818416,84.9993772047539,3.82463743108159,-1.2828117046458722,73.748,10.8797945926996,2004.0,Moderate Growth
2005,12.926897098734033,3397608231795.797,14.3421174511394,325566066140.865,1.79,46.28091339,31.9133891567901,5.790933428084954,33.829857565993095,,12.593613231112228,54.38454089805674,12.107076049965483,4.554263296975157,0.6006036342781159,11.39459180972861,10.741375126402914,14.79766254211875,,10.923958736293656,694870272887.864,564741526453.618,28.37803529978708,,41.33592591678994,12.357948533839888,17.833207180630207,62.20789286578018,86.5093181065059,1.77641407667574,1.6132775027083224,74.111,10.2287613100585,2005.0,Moderate Growth
2006,14.607645204131003,3893918787722.876,14.7876313931386,406659863311.312,1.79,48.35084402,33.5760049704977,8.424166238309825,36.035025552353154,,11.88280950129849,52.57249547519307,10.215906862496936,4.508600691395167,0.8695918471961016,12.720955665173506,12.09330469390244,14.820515951964005,,13.268617689566623,897660405046.06,681974284756.534,28.443858351664293,,41.81684190683736,14.13420930203486,16.042201095774473,64.47888390401745,87.9362296125359,1.64943099455862,2.1105777263734673,74.504,10.187304699294,2006.0,Moderate Growth
2007,15.198014949725277,4485717147211.16,15.2664982145352,543487336437.452,1.79,50.16161798,34.7335017854648,9.947889886441928,35.43479852871573,,10.615751880712734,50.99628774485628,12.9636656043061,4.400983631444597,0.48318920902426,14.230860933080308,13.635820500640762,14.626761927246577,,14.687853947786948,1122737097486.82,819890833109.47,26.75856494776177,,42.86966500939599,16.071494994350147,13.172701446011024,62.1933634764775,92.1719134940608,4.81676767378831,-0.2595705864680158,74.762,9.62773653825956,2007.0,Moderate Growth
2008,6.33857619740148,4770047746587.044,16.3266238733173,754290022947.257,1.79,51.46759237,35.1885276418343,9.154063704017686,32.6027140173081,,8.358939546730953,49.7734945413157,8.160536091007216,3.733610710561507,1.235048262152743,9.650678919557024,9.09028010153618,14.485614389682183,,10.07284067639864,1334555205546.61,990087588240.065,25.01000132593376,,42.85977979077759,10.475840616822722,9.521080170793796,57.61271534324186,97.6333310615016,5.92525137041095,-2.3056153425884287,74.872,7.64650934992803,2008.0,Moderate Growth
2009,12.902063247007106,5385482323764.142,17.6631241565148,899053019566.602,1.79,50.45742556,32.8280349790451,4.7681555750209,24.74985593892377,,8.923627618578935,50.08027203593765,10.53791167928408,2.5688943267998754,0.860302687155252,9.39872563237978,8.855947675555512,14.752976130275703,,8.55978703167051,1119090663054.52,883613955794.43,20.435014439652974,,44.40666719932563,9.586585828957126,9.805091607342836,45.18487037857674,96.9223990713835,-0.728165250932952,5.531122908713451,75.343,7.399288493694501,2009.0,Moderate Growth
2010,8.71501219394888,5854827764983.147,18.5859142022752,1126306400657.88,1.79,51.54749944,32.8992343125763,3.9067340164882447,27.185332720405103,,12.254185860154184,48.913361667037286,9.728977116773166,4.00354458563825,0.9520580593460516,10.63587106468124,10.102832622713947,14.58702057803325,,10.34224921132312,1478072761421.33,1239986291933.41,23.531744942295237,,44.176991921513384,9.668981508520218,17.58317400024851,50.71707766270034,100.0,3.17532475269199,-1.0024012139620837,75.599,6.96911584511205,2010.0,Moderate Growth
2011,4.835567068372498,6137941888296.602,20.2467158108487,1514454342651.48,1.79,49.69647933,29.485904510007,1.802237234605009,26.56818934516051,,14.091594262215128,50.15929328194774,12.197189835640202,3.708806703992358,0.641201754028628,9.550832178862294,8.95381604183163,15.238864938320097,,8.998538616457694,1807805443488.65,1579104690854.72,24.172715241260363,,44.29305673463117,9.48812943953186,23.700099764200328,50.74090458642087,105.553898922575,5.55389892257492,-1.4024287465132148,75.903,6.16618115195222,2011.0,Moderate Growth
2012,10.250808668585364,6767130567454.842,21.1066464319113,1796175611355.65,1.79,48.77866012,27.6595110298983,2.5244615760811,25.492522224539627,,13.488119645255916,51.14261330056248,8.268785201022894,2.827105257956959,0.761392091659451,7.863736448661939,7.134523777480268,15.756078388440123,,8.627038438989686,1973516412824.49,1661946659669.31,22.7750001428637,,45.46330538759899,8.014099771112697,23.3831724394243,48.26752236740332,108.318908982374,2.61952432645544,3.5852035294216433,76.192,6.035395859431681,2012.0,Moderate Growth
2013,5.9510008141168385,7169842562616.429,22.3663677849346,2122568302790.29,1.79,47.76683415,25.3680895385639,1.5485544695393851,24.599254436896977,,15.596147855512635,51.71714700880261,7.366823003591421,3.0398550324027576,0.7624586387299342,7.766150097538997,7.05073413381821,15.884015888917247,,7.144255567400165,2148588935109.43,1789607637369.56,22.14512114045832,,46.88040150152828,8.299168466025279,27.755896514069573,46.7443755773553,111.158001765192,2.62105001748115,3.755387055220016,76.452,5.9676331472565405,2013.0,Moderate Growth
2014,8.665462674083415,7791142593670.501,22.7991932605922,2393915292362.18,1.79,47.55544345,24.7246162632174,2.2532935529666966,23.510060907423505,,16.954748088398805,52.52494301075785,7.937628649436206,2.5592476497762484,1.1753910325502244,7.425763656457548,6.750760315942728,15.817044651763515,,8.436093161122415,2243761278997.21,1808719657195.09,21.395155046926114,,48.27094049434601,8.341816938462074,31.780502443232216,44.90521595434962,113.294060199837,1.92164162788521,4.52230843223192,76.717,5.98954300363993,2014.0,Moderate Growth
2015,6.970741514729212,8334243004919.24,23.5247254950831,2587719804459.14,1.79,45.63534427,22.1116381412806,2.6490112369404217,21.354079882884765,,12.115512052878987,53.99089042841969,9.175463123689,2.192177615745312,1.5765450240970595,7.041328878654809,6.420736477230562,16.217886773480174,,6.396482247568059,2142753416452.3,1566562344086.59,18.11008945241705,,50.77164514848277,8.776709627089119,24.146340717674423,39.46416933530181,114.922122819496,1.43702380935655,4.353072252093551,76.977,5.60489058683456,2015.0,Moderate Growth
