year,adj_NNI_g,adj_NNI_c,adj_savings_fix_cap_GNI,adj_savings_edu_GNI,adj_NNS_GNI,curr_acc_bal,ex_imp_gdp,ex_imp_growth,ex_debt_shocks,final_consump_exp_gdp,final_consump_exp_growth,fdi_net_inflows,fdi_net_outflows,gdp_growth,gdp_per_capita_growth,gener_govt_fin_consump_exp,gni_growth,goods_exp_bop,goods_imp_bop,imports_goods_services_gdp,imports_goods_services_growth,services_gdp,services_growth,short_term_debt_tot_reserves,trade_gdp,cpi,inflation,real_interest_rate,lending_interest_rate,life_exp_birth,expense_gdp,interest_payments,military expenditure,year,labels
1973,13.995648502353646,83566486105.63191,10.797712852755055,12.0871925559549,5.0397647,30.78094897,18.6937564115287,-0.7768293872440151,21.686955768314345,-5.181405920907778,28.532376364013803,66.62045661309189,6.87347276782306,0.08231166955650941,0.15595895284396002,4.571944746372708,1.6383735579481424,10.297621626305073,4.401930514631573,4.473621277122504,6239348867.30073,5331308044.63265,19.464541004202225,11.236486670478982,54.10908460771997,5.771584304676452,119.94608105466526,41.15149677251657,2.89616654449494,9.43398734926114,-7.792578939247459,56.722,2.64690982776089,1973,Low Growth
1974,6.06496564795907,88634764781.14497,3.127517395048727,12.0054285488153,5.0397647,33.04484958,21.0394210283678,-3.473635128653467,24.154606549799094,-4.891985081978746,28.532376364013803,64.72638054261637,5.787360437676853,1.681897388206565,0.2773530576745381,6.111122103721883,3.1723955568950544,10.6994275148455,7.739016924738934,5.871763156286036,8747567732.17531,8687019546.23003,24.641752302385946,19.010694778071894,52.43395085872773,6.939034009600519,119.94608105466526,48.796358852185044,3.23571675707374,11.7241259217023,-4.0507198239364595,57.117,3.0851992816305,1974,Low Growth
1975,-5.90950300913768,83396890689.26111,-8.467988453711612,13.7719126854697,5.0397647,27.35274853,13.5808358401488,-5.586817191682298,23.84494169555626,-1.1591372073178547,28.532376364013803,69.99369681689252,5.505337202828514,0.4380710810111112,0.29309791751099934,1.6954337793109886,-1.0698432191649374,12.035928143712574,12.101373285482111,1.3229101938138967,8839265940.9847,9380741471.68993,25.969114402773403,-3.287557113141233,52.17144658052316,5.0335854376116345,119.94608105466526,49.81405609832966,3.67014220788741,13.4259418678705,0.7633177807941668,57.512,3.87495470832159,1975,Low Growth
1976,-1.6891132752833897,81988222737.45522,-4.29660922278741,15.2810723999498,5.0397647,26.4161452,11.1350728010623,-4.647458290249559,23.91359025235447,4.299430601785545,28.532376364013803,70.6536623536316,2.4991979354947347,0.0447139815384765,0.07824946769233387,2.2498603291933392,-0.4621088669322546,12.779811642400022,5.497581228244115,2.2482887326750642,8559449992.557,8750349992.391,24.96716317804544,-10.002525688914886,52.53612050415002,2.866089205792761,119.94608105466526,48.880753430399906,4.07460621609735,11.0203906361099,1.7753013052386692,58.006,4.72799061209406,1976,Low Growth
1977,-0.35459022542492846,81697500513.62857,-2.9905860301932705,15.936838677434,5.0397647,26.91352917,10.9766904899603,0.5277044854881267,26.283742642581693,4.602098061027988,28.532376364013803,70.17454840673838,0.26878938730901325,-0.2689263918007254,0.14968544449285662,-0.09397911612558119,-2.7368690647620753,12.467018469656992,3.830868092231924,-0.2540806085101366,10494899990.874,8135099992.926,21.927643596509032,-13.676915441697773,52.93028211893647,-0.23193795576966636,119.94608105466526,48.21138623909073,4.52900483800029,11.1519640869289,2.0348155177754985,58.492,5.2633345592313,1977,
1978,4.9509626804942,85742313274.95488,2.1580976452076044,16.3735621473316,5.0397647,27.96764668,11.5940845346626,2.1303146447990016,28.4249933149122,3.296801313688988,28.532376364013803,69.73215081558071,1.397318458625449,-0.21169450002809678,0.4612711737454319,3.014479779129232,0.27314676649893954,13.316694892592922,0.6716273182880741,3.0322502260238764,12993849988.701,9519699991.722,22.52651751493003,0.09034474734271214,51.60219270879758,2.17818827001841,119.94608105466526,50.95151082984223,5.03333704735376,11.1356076531847,1.4516558202552272,58.979,4.56219888726238,1978,
1979,3.3509082827884384,88615459552.33975,0.6369659679624959,16.2779094350462,5.0397647,29.75363002,13.4757205835432,4.703532982124236,31.243406179351922,1.8407774040920515,28.532376364013803,68.54370761115298,3.0550711910656076,-0.7686507292835802,0.01695553073469929,3.7905192640578207,1.0650329883325327,13.376036171816127,4.802509065961004,3.829337399373074,17690058600.7603,11984472986.7456,22.863602110022608,-0.959388398443636,49.35568952524491,3.00018716684572,119.94608105466526,54.10700828937453,5.7024516933001,13.2936586533207,-3.476381372583921,59.395,3.86307372855086,1979,
1980,9.904481094748391,97392360990.72566,7.0451639291223955,14.5732997910422,5.0397647,33.70956188,19.1362620931171,3.535761356600852,31.87098812412941,-0.0030436701444216396,28.532376364013803,66.30670476901646,8.722594462940862,-0.01151972011135348,0.8444066683564929,6.62058342724157,3.846701403816624,12.770509930065913,9.115534816525155,6.468194827285629,26013394351.1982,18777520367.9636,24.636328388643967,19.075713220470064,46.89461062366271,6.429981933532218,119.94608105466526,56.507316512773386,6.48142031960123,13.6602406858852,-11.009010693909975,59.813,3.30463366071471,1980,
1981,0.5856172720546198,97962707478.34914,-1.972933646262149,15.1907528214448,5.0397647,29.11596783,13.925215009832,-5.344950115685596,25.203391282007363,-5.35310909498061,28.532376364013803,69.95314354225033,5.92967570525866,0.06978630920280407,0.6913139152108754,5.360791059640448,2.6807762023362187,13.27273394585204,1.893818491328858,5.405542172922935,21008683395.4139,21178769294.675,26.989564345049487,13.735580365814414,48.085980988267536,5.234412626226742,119.94608105466526,52.19295562705685,7.47011200703709,15.2542442656564,2.3280285298695538,60.364,3.63812916270383,1981,Low Growth
1982,0.0380747151494063,98000006500.17416,-2.508976133345385,16.4817038756199,5.0397647,25.41975765,8.93805377831076,-4.1043543143426415,23.38758094257901,-2.6448597057438548,28.532376364013803,73.06381062652773,3.1300894250517786,0.3838002059039756,-0.006402490546290917,-0.3834191083754348,-2.919738380878769,14.768000343067886,6.322729223950901,-0.2717131773713959,17753330395.5743,17068696751.9564,23.75423474420001,-17.367011039823396,49.47146104035336,1.290263285735449,119.94608105466526,47.14181568677902,8.5636641254948,14.6390324191598,4.1724335866738995,60.933,3.6140932964193198,1982,Low Growth
1983,1.7129117806941991,99678660156.59673,-0.9771556402227901,17.00580926489,5.0397647,24.42879319,7.42298392778208,-0.3359773140052079,21.76785064517032,-1.3286269439220888,28.532376364013803,73.8703688153684,2.7050261823279556,0.073697474349255,0.16236312392078822,-1.8465577459506335,-4.442485565102814,14.405538295033635,1.8122000922058845,-1.8188700677014253,18684414751.9414,14530367048.9318,18.48835148020638,-16.092234132798637,50.67502635728347,2.2357256872817146,119.94608105466526,40.2562021253767,9.61726946195573,12.3032071438235,-0.34377461518215724,61.465,3.6046482049890605,1983,Low Growth
1984,8.936333593172037,108586277749.39447,5.934250315897344,16.4800737177844,5.0397647,22.98449412,6.50442040202251,-2.2997206002678316,22.49874208311037,2.666252182022518,28.532376364013803,74.98782016979881,5.147259061800156,0.4942845936290503,0.2275240881533758,5.099151630014774,2.2028139696843425,15.9487888057377,6.806014779724222,5.0813383103476895,17170850800.6315,15073208163.3061,20.894199206114674,19.799050027940353,51.24873209964299,5.84523260752816,119.94608105466526,43.39294128922504,10.7258022284123,11.5264813036766,10.060939263363244,61.907,3.69560695941547,1984,Low Growth
1985,-6.105116280687767,101956959227.92334,-8.844539224604006,17.4614675774705,5.0397647,23.31375438,5.85228680007372,3.508187567913547,27.902881128227257,10.077095076163417,28.532376364013803,74.48054072491107,-1.707699346663091,-0.702215388455137,0.07346763652884644,-1.2115408824038667,-4.093735958227924,16.326161256865216,3.4381546103383016,-1.6310316042212065,16263926781.5449,10719550839.4137,20.045385252577283,-14.036266774687519,50.721500219269245,-0.19833290837499362,119.94608105466526,47.94826638080455,12.4734887846357,16.2942269399101,4.611218370553059,62.38,3.6983338296838504,1985,
